sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,price
710528,太湖源Taihuyuan Scenic Area,2,86.0,烟波浩渺的太湖之源，山水纯净，姚明夫妇曾在这儿拍婚纱照。,5.0,119.56603,30.413225,522,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/202010/f9b7f7114b6945ff2b08a3a492f14bce.jpg_r_480x360x95_4638d74d.jpg,¥70
711677,大明山景区Damingshan Scenic Area,7,92.0,壮美浙西山水，穿越万米岩洞、走悬空栈道，体验刺激的旱滑道。,1.0,118.998596,30.091985,1798,0.0,https://img1.qunarzz.com/travel/d9/1507/aa/5a84eccc895682.jpg_r_480x360x95_23c88e77.jpg,¥25
716866,三潭印月Three Pools Mirroring the Moon,122,90.0,一元纸币背面图案的原型，可登岛游览，用全新的视角看西湖。,12.0,120.150685,30.244073,1487,0.29,https://img1.qunarzz.com/travel/d4/1505/dd/6016d605912577.jpg_r_480x360x95_b621afd4.jpg,¥35
711203,瑶琳仙境Yaolin Fairyland,19,88.0,杭州经典的喀斯特溶洞景观，可欣赏瑰丽多姿的奇石。,7.0,119.545049,29.892018,1084,0.0,https://img1.qunarzz.com/travel/poi/1609/fd/9dba933dae4b9637.jpg_r_480x360x95_23775c44.jpg,¥1.9
701873,白云源Baiyunyuan,2,86.0,远离喧嚣的原生态深山氧吧，是夏季赏瀑避暑的好去处。,2.0,119.730909,29.712636,251,0.0,https://img1.qunarzz.com/travel/poi/1803/9e/faf4080e74cad537.jpg_r_480x360x95_f2c1ecef.jpg,¥29.9
3742045,南宋御街Southern Song Imperial Street,138,88.0,逛古朴的商业街，寻找南宋时期古御街的痕迹。,7.0,120.177601,30.247498,865,0.13,https://img1.qunarzz.com/travel/d6/1707/61/d568b3a5f8333db5.jpg_r_480x360x95_97b442cb.jpg,¥40
7524538,太子湾公园Prince Bay Park,53,94.0,春天来太子湾踏青，看郁金香绽放，拍一张真正的“花海”。,39.0,120.1486285469,30.2316481661,677,0.02,https://img1.qunarzz.com/travel/d9/201404/20/6135628f69ec7641ddb12cfb.jpg_r_480x360x95_d2420859.jpg,¥688
703817,胡雪岩故居Hu Xueyan's Former Residence,30,94.0,晚清红顶巨商胡雪岩的豪宅，极尽奢华的江南园林。,34.0,120.179167,30.243087,990,0.04,https://img1.qunarzz.com/travel/d0/1410/18/e579eceda1124debffffffffc8d65eac.jpg_r_480x360x95_7c2c2cc6.jpg,¥0.5
701615,天目山景区Tianmu Mountain Scenic Spot,4,88.0,古树参天，绿意笼罩的天然氧吧，爬山健行的理想选择。,31.0,119.436458,30.353794,426,0.0,https://img1.qunarzz.com/travel/d7/201404/15/2e0b78399a7a6104ddb12cfb.jpg_r_480x360x95_b86a6527.jpg,¥100
715320,浙西大峡谷West Zhejiang Grand Canyon,1,88.0,登高、赏瀑、玩漂流，呼吸大山里的清爽空气。,11.0,119.110145,30.240261,758,0.0,https://img1.qunarzz.com/travel/d9/1603/72/3ef4b61afa7556f7.jpg_r_480x360x95_2c51fd70.jpg,¥75
717247,断桥残雪Lingering Snow on the Broken Bridge,122,90.0,漫步桥上，回味《白蛇传》中许仙和白娘子断桥相会的桥段。,5.0,120.158179,30.264551,1179,0.29,https://img1.qunarzz.com/travel/poi/201404/14/074440584215fa0eddb12cfb.jpg_r_480x360x95_00f0e613.jpg,¥48
7648089,宝石山,12,92.0,"宝石山位于杭州西湖的北里湖北岸，西湖新十景评选中，被命名为""宝石流霞""。",61.0,120.15064,30.267221,13,0.0,https://img1.qunarzz.com/travel/d1/1610/f2/19641970782f9ab5.jpg_r_480x360x95_c31b8e56.jpg,¥6
715521,杭州动物园Hangzhou Zoo,5,94.0,适合亲子游，有驯狮、驯虎等动物杂技表演可看。,15.0,120.139703,30.218839,907,0.0,https://img1.qunarzz.com/travel/d6/1510/9c/fadc224806270bf7.jpg_r_480x360x95_d03fa8b7.jpg,¥20
703160,钱塘江大桥Qiantang River Bridge,31,92.0,茅以升主持设计的大桥，站在桥上看钱塘江水奔流，别有一番滋味。,102.0,120.145518,30.19961,268,0.06,https://img1.qunarzz.com/travel/poi/1803/8a/b836ea5c0f291f37.jpg_r_480x360x95_95293207.jpg,¥118
702325,龙门古镇Longmen Ancient Town,5,84.0,在孙权后裔聚居地，看溪水人家的古镇生活，尝尝美味的孙权面筋。,3.0,119.958125,29.907164,631,0.0,https://img1.qunarzz.com/travel/d2/1511/65/919bd2dfad6a85f7.jpg_r_480x360x95_10a1b3d9.jpg,¥35
7527128,西湖音乐喷泉West Lake Music Fountain,45,90.0,西湖水上美轮美奂的音乐喷泉，夜游杭州的推荐选择。,14.0,120.167613,30.259639,534,0.03,https://img1.qunarzz.com/travel/d0/1503/61/585675a7daf1a0.jpg_r_480x360x95_7fc8de28.jpg,¥48
9220749,千岛湖文渊狮城度假区（水下古城）Wenyuan Lion City Resort,6,80.0,,32.0,118.678015,29.478633,167,0.0,https://img1.qunarzz.com/travel/d0/1706/78/b2f06a2c93ce32b5.jpg_r_480x360x95_9067baf2.jpg,¥69
18700078,指南村Zhinan Village,1,84.0,,,119.584444,30.367037,99,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/d0eb7513c1066e960be4c34e3ff5c0cd.jpg_r_480x360x95_087aa1f9.jpg,¥35
7527074,"千岛湖中心湖区Thousand Island Lake, Central Lake Area",9,86.0,游览千岛湖首选，乘船登岛，领略千岛湖的山水锦绣。,65.0,119.019626,29.600571,1315,0.0,https://img1.qunarzz.com/travel/d1/1706/74/763836a54c1e7bb5.jpg_r_480x360x95_11938416.jpg,¥55
718525,曲院风荷Quyuan Fenghe,76,92.0,杭州最著名的赏荷地，夏日荷花绽放非常漂亮，“西湖十景”之一。,36.0,120.139938,30.255795,771,0.18,https://img1.qunarzz.com/travel/d5/1503/1b/576f313b0847a5.jpg_r_480x360x95_009ba197.jpg,¥48
7642230,南屏晚钟Nanping Wanzhong Scenic Resort,41,90.0,敲净慈寺内青铜钟祈福许愿，西湖十景之一。,13.0,120.155615,30.235474,372,0.0,https://img1.qunarzz.com/travel/d8/1608/89/deed66c351c1f4b5.jpg_r_480x360x95_63c24691.jpg,¥40
5789863,青芝坞Qingzhiwu,33,90.0,带着一丝江南的灵动，潺潺流水间透露着杭州独有的烟火和文艺气。,11.0,120.126089,30.265392,186,0.01,https://img1.qunarzz.com/travel/d9/1707/db/cdb4b9d21b67f7b5.jpg_r_480x360x95_96cd4de4.jpg,¥48
702594,新安江风景名胜区Xin'an River Scenic Area,2,92.0,,174.0,119.306682,29.497461,29,0.0,https://img1.qunarzz.com/travel/d1/1709/1d/836f802e3eac81b5.jpg_r_480x360x95_a48373fa.jpg,¥409
10002598,灵栖洞Lingqi Wonderland Cave,8,94.0,83版《西游记》取景地，三个溶洞风格迥异，游览体验也各不相同。,20.0,119.096752,29.384884,385,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/201910/1cd7964c2a6b324c74a86889fbe58289.jpg_r_480x360x95_50f3feb3.jpg,¥49.9
717234,虎跑公园Hupao Park,28,92.0,济公圆寂地，弘一法师出家地。可以品茗虎跑泉水冲泡的龙井茶。,80.0,120.138469,30.215699,825,0.06,https://img1.qunarzz.com/travel/d5/1610/e9/c46474400ae3d3b5.jpg_r_480x360x95_73f6c7d2.jpg,¥3
704269,富春桃源Fuchun Taoyuan Scenic Area,1,84.0,在九霄碧云洞中看千姿百态的钟乳石，乘电动竹筏游岩岭湖。,2.0,119.641802,30.017497,169,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20197/3c30d3997343dcabc378739173e5aed2.jpg_r_480x360x95_bbff1472.jpg,¥135
715019,大慈岩风景区Daci Cliffs Scenic Area,6,90.0,行走半山腰的悬空栈道，拍一张“江南悬空寺”全景。,190.0,119.297789385,29.3187423232,680,0.0,https://img1.qunarzz.com/travel/d9/1610/76/756c961b713d7eb5.jpg_r_480x360x95_5f51dba3.jpg,¥39.9
719604,苏堤Sudi,166,94.0,领略西湖之美的好地方，漫步或骑着单车，来一次纵贯西湖之旅。,16.0,120.149074,30.238234,1443,0.35,https://img1.qunarzz.com/travel/d7/1506/98/d6523eff1e33b9.jpg_r_480x360x95_f0502869.jpg,¥48
5942833,梅峰岛Meifeng Island,7,84.0,登上梅峰观景台，俯瞰好似漂浮在湖面上的众多岛屿。,254.0,118.92783,29.595972,794,0.0,https://img1.qunarzz.com/travel/d2/1611/2f/c67f2e90a4c1feb5.jpg_r_480x360x95_4ab6854b.jpg,¥55
9717124,"江南喀斯特Sigiriya Lion Rock Scenic Area, Jiangnan Ice Hole",1,86.0,,21.0,119.1155485626,29.3853173165,50,0.0,https://img1.qunarzz.com/travel/d2/1709/6e/a010eca99eea08b5.jpg_r_480x360x95_0fe0ec4d.jpg,¥90
7468932,玉皇山景区Yuhuang Mountain Scenic Area,4,88.0,看山中的遗迹和石刻，在紫来洞俯瞰山下清水环绕的八卦田。,321.0,120.161537,30.224879,170,0.0,https://img1.qunarzz.com/travel/poi/1408/26/8ad1de8a0f9b29feffffffffc8d65eac.jpg_r_480x360x95_58f04cd4.jpg,¥29.9
711021,六和塔Liuhe Pagoda,28,92.0,登塔眺望滚滚钱塘，钱塘江大桥横跨两岸，风光无限。,63.0,120.139068,30.202099,885,0.05,https://img1.qunarzz.com/travel/d2/1509/3f/1daf2d31d9a9e9.jpg_r_480x360x95_ee00a8df.jpg,¥10
23341108,龙井村Longjing Village,0,88.0,,,120.1119866559,30.225095905,49,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/70eac9c4092cd9a306595fb82e5eba47.jpg_r_480x360x95_bc9e6241.jpg,¥128
719673,平湖秋月Autumn moon on the calm lake (Pinghu Qiuyue),59,92.0,西湖赏月胜地，每年三月樱花怒放，一片绚烂。,27.0,120.152648,30.258246,480,0.15,https://img1.qunarzz.com/travel/d3/1602/bf/145936068c6dc9f7.jpg_r_480x360x95_232217f1.jpg,¥718
7528730,茅家埠Maojiabu Village,23,92.0,上香古道的起点，以湿地和农家乐闻名，是西湖边难得的清幽之地。,45.0,120.132183,30.245932,275,0.0,https://img1.qunarzz.com/travel/d7/1712/ed/6ef9cea2090a3cb5.jpg_r_480x360x95_dd9fa056.jpg,¥7
7587313,瑶琳国家森林公园Yaolin National Forest Park,0,92.0,,4.0,119.544047,29.944206,23,0.0,https://img1.qunarzz.com/travel/poi/1412/88/888342efe72aead2cdb.jpg_r_480x360x95_6bd2dbbf.jpg,¥58
9193552,中国湿地博物馆National Wetland Museum,2,94.0,,1012.0,120.09405,30.270195,74,0.0,https://img1.qunarzz.com/p/tts8/1806/60/1e123d1211d9cb02.jpg_r_480x360x95_cd1380ba.jpg,¥6
7527078,冰川大峡谷Glacier Grand Canyon,1,84.0,,18.0,119.483006,30.371277,32,0.0,https://img1.qunarzz.com/p/tts9/1810/c2/482828e7283e0a02.jpg_r_480x360x95_efaf9bcc.jpg,¥5
7528905,杭州博物馆Hangzhou Museum,9,90.0,,30.0,120.173089,30.244425,234,0.0,https://img1.qunarzz.com/travel/d5/1508/a8/9bca6c6f40dadb.jpg_r_480x360x95_ad1c1efd.jpg,¥30
703687,山沟沟景区Shangougou Scenic Resort,2,86.0,竹林深处看瀑布，吃农家菜，夏天溯瀑清凉自在。,57.0,119.717282,30.429178,255,0.0,https://img1.qunarzz.com/travel/poi/1409/09/806225995a7a6cdcffffffffc8d65eac.jpg_r_480x360x95_9ce00dd4.jpg,¥85
8681282,大兜路历史文化街区Dadou Road Historical and Cultural District,4,90.0,,202.0,120.151405,30.306422,109,0.0,https://img1.qunarzz.com/piao/fusion/1907/e1/ad39c5c652ea8e02.jpg_r_480x360x95_f55b62be.jpg,¥5
703401,新叶古村Xinye Ancient Village,13,82.0,新叶古村位于建德西南，是国内目前最大的叶氏聚居村，更是综艺节目《爸爸去哪儿2》取景地，村内有众多雕刻精美的明清古建筑，环境优美。,1.0,119.342169,29.335389,387,0.0,https://img1.qunarzz.com/travel/d7/1504/ac/bdbe546842c590.jpg_r_480x360x95_218bea23.jpg,¥54
8678998,杨公堤Yanggong Dike,28,92.0,西湖三堤中唯一的车行道，游人较少，春天风光如画。,26.0,120.137433,30.258514,248,0.0,https://img1.qunarzz.com/travel/d6/1710/22/b084d648736de9b5.jpg_r_480x360x95_8ac18582.jpg,¥868
716401,浙江自然博物馆Zhejiang Natural History Museum,1,94.0,,147.0,120.171317,30.282674,179,0.0,https://img1.qunarzz.com/piao/fusion/1501/ce/2fae494b7374b6.jpg_r_480x360x95_d4e11177.jpg,¥30
703506,东天目山景区Dongtianmu Mountain Scenic Area,1,74.0,行走峡谷密林中，听瀑布轰鸣，感受昭明大禅院的清幽。,294.0,119.509864,30.346692,173,0.0,https://img1.qunarzz.com/p/tts3/1811/a7/e16102046d1fa102.jpg_r_480x360x95_5ae6ab2e.jpg,¥90
20975301,宝寿山景区Baoshou Mountain Sceneic Area,0,88.0,,,120.017186,30.223587,16,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,¥29
5116379,白堤Bai Causeway,100,92.0,西湖最适合漫步的长堤，春天有“一株杨柳一株桃”的烂漫景色。,24.0,120.155406,30.261371,882,0.16,https://img1.qunarzz.com/travel/d4/1801/87/b3b6b3fb7752f0b5.jpg_r_480x360x95_04d1dc4e.jpg,¥658
719288,宝石流霞Baoshi Liuxia,10,92.0,在保俶塔周围的巨石上饱览西湖美景，霞光普照时瑰丽异常。,53.0,120.150641,30.267235,233,0.01,https://img1.qunarzz.com/travel/d2/1503/15/310ad968d4a46f.jpg_r_480x360x95_a90ae334.jpg,¥868
708478,杭州植物园Hangzhou Botanical Garden,15,92.0,踏青好去处！早春时节，灵峰探梅的迎春花卉争奇斗艳，非常上镜。,47.0,120.1228376102,30.2568812595,522,0.02,https://img1.qunarzz.com/travel/d9/1507/15/29d468dad83b93.jpg_r_480x360x95_f4b8d41f.jpg,¥10
718424,千岛湖森林氧吧Thousand Island Lake Forest Oxygen Bar,3,86.0,来山林漫步消暑、赏瀑登高，呼吸最纯净的空气。,64.0,119.224824,29.595154,1279,0.01,https://img1.qunarzz.com/travel/d9/1606/6e/0f480395abc95c9a.jpg_r_480x360x95_e4fc110d.jpg,¥40
7527086,千岛湖东南湖区Qiandao Lake-Southeast Lake District,4,90.0,乘船徜徉千岛湖，登上黄山尖俯瞰岛屿组成的“天下为公”图案。,257.0,119.082879,29.591694,689,0.0,https://img1.qunarzz.com/travel/d8/1611/79/1b007cd9080360b5.jpg_r_480x360x95_b8c9df40.jpg,¥55
719686,吴山天风Wushan Tianfeng Scenic Area,13,88.0,西湖边的小山，登上城隍阁，西湖、钱塘、杭城景色尽收眼底。,52.0,120.171233,30.245382,302,0.02,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/315c46d3cdafacd7b19e10b4e405c473.jpg_r_480x360x95_bacab168.jpg,¥718
5942836,月光岛（五龙岛）Moonlight Island,4,78.0,,193.0,119.015673,29.621293,220,0.0,https://img1.qunarzz.com/travel/d9/1511/68/d2db7d02bd5744f7.jpg_r_480x360x95_5ac88e8e.jpg,¥55
702413,千岛湖石林景区Stone Forest Scenic Area,1,88.0,不用去云南也能欣赏到的石林景观，人少景美。,5.0,119.014659,29.379889,161,0.0,https://img1.qunarzz.com/travel/d8/1611/87/de1f1038294e9cb5.jpg_r_480x360x95_dad7385f.jpg,¥260
701892,琴溪香谷景区Qinxi Xianggu Scenic Area,2,88.0,景色养眼的翠绿山谷，钻状元神洞、坐滑索，体验山间野趣。,132.0,119.599855,29.961887,74,0.0,https://img1.qunarzz.com/p/tts7/1806/f1/2feae51fdaa68502.jpg_r_480x360x95_f8adb24f.jpg,¥45
10001237,径山Jing Mountain,2,88.0,,41.0,119.769025,30.38681,81,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/3f18deefc483a54bd0d2c491074c6d7f.jpg_r_480x360x95_9ac6b638.jpg,¥198
718192,花港观鱼Viewing Fish at Flower Harbor,89,88.0,在红鱼池边买包饲料，喂喂池中又红又大的鲤鱼吧！,38.0,120.148232,30.238309,1061,0.23,https://img1.qunarzz.com/travel/d1/1608/80/23d007b8b54e63b5.jpg_r_480x360x95_5ad7519b.jpg,¥48
707862,孤山Gushan,60,92.0,西湖底蕴最深厚的地方，西泠印社、放鹤亭等人文景观荟萃。,35.0,120.146286,30.257394,484,0.15,https://img1.qunarzz.com/travel/d9/1607/89/2416e4324c665c9a.jpg_r_480x360x95_968a04cd.jpg,¥2.6
702346,岳王庙景区Yuewang Temple Scenic Area,55,92.0,民族英雄岳飞父子墓地，秦桧等奸臣像在墓前长跪千年，令人感慨。,37.0,120.141115,30.258673,972,0.14,https://img1.qunarzz.com/travel/d7/201405/30/896d3cca4ed783d8ddb12cfb.jpeg_r_480x360x95_8fb77588.jpeg,¥60
710213,城隍阁景区Chenghuang Pavilion Scenic Area,5,88.0,,43.0,120.171139,30.24208,291,0.03,https://img1.qunarzz.com/travel/d8/1510/42/822c5facdbd2af.jpg_r_480x360x95_ca9272b5.jpg,¥7
706856,北高峰North Peak,22,92.0,,98.0,120.104341,30.251785,154,0.02,https://img1.qunarzz.com/travel/d7/1503/7e/5c1c83849f04c7.jpg_r_480x360x95_a2765989.jpg,¥30
701632,龙山岛Longshan Island,6,80.0,,256.0,118.986837,29.611741,105,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/3fccbb69db0c59bb667b229dd173ed59.jpg_r_480x360x95_950c6768.jpg,¥55
721714,黄山尖Huangshanjian,7,88.0,,75.0,119.113486,29.574168,166,0.0,https://img1.qunarzz.com/travel/poi/1803/51/653a8c463423c937.jpg_r_480x360x95_2c0c5f05.jpg,¥55
7564290,梦姑塘文化公园Menggutang Culture Park,0,88.0,,271.0,119.023583,29.602483,48,0.0,https://img1.qunarzz.com/travel/poi/1412/56/56b1ced7c85bc280cdb.jpg_r_480x360x95_8a70a01f.jpg,¥65
7524320,中国丝绸博物馆China National Silk Museum,10,88.0,看从古至今种类繁多的丝绸制品，了解丝绸织造的前世今生。,288.0,120.158034,30.22889,154,0.0,https://img1.qunarzz.com/travel/poi/1509/2c/ca20f8ce21de36.jpg_r_480x360x95_8a6ff020.jpg,¥198
714195,八百里风情岛800-li Style Island,7,70.0,,8.0,119.786506,30.265455,34,0.0,https://img1.qunarzz.com/travel/poi/1803/c5/93e90c9e51551137.jpg_r_480x360x95_0612178f.jpg,¥29.9
35215614,飞来峰Linyin Scenic Spot,0,94.0,,,120.1072193087,30.2430237912,980,0.0,https://img1.qunarzz.com/piao/fusion/2110/e6/1d5ce59ff690db02.jpg_r_480x360x95_e6edd863.jpg,¥9800
34273980,建德航空小镇Jiande Aviation Town,0,86.0,,,119.218633,29.371316,7,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/61361d9bf4d571d52a2a60f28b25bcb5.jpg_r_480x360x95_81cfab41.jpg,¥2580
721990,黄龙吐翠,1,84.0,黄龙吐翠是护国仁王寺遗址处，为新西湖十景之一。黄龙即黄龙洞，是集宗教文化内涵与寺观园林景象于一身的游乐园。,73.0,120.147511,30.267899,29,0.0,https://img1.qunarzz.com/piao/fusion/2001/18/c7568a02b61c1d02.jpg_r_480x360x95_6a87dacb.jpg,¥7
719997,双峰插云Shuangfeng Chayun Scenic Resort,14,88.0,雨后初晴时，天竺双峰云雾环绕，景色迤逦。,103.0,120.129147,30.253889,121,0.01,https://img1.qunarzz.com/piao/fusion/1905/f5/8b796a485d0b6e02.jpg_r_480x360x95_c77e38d5.jpg,¥718
717523,天池岛Tianchi Island,6,86.0,,258.0,119.150894,29.539731,63,0.0,https://img1.qunarzz.com/travel/poi/201407/03/086c39632b9c4c2dddb12cfb.jpg_r_480x360x95_11fb6e2d.jpg,¥55
7528723,西泠印社Xiling Imprinting Corporation,25,92.0,孤山上的清幽园林，赏摩崖书刻，逛印学博物馆，感受人文气息。,265.0,120.146125,30.257083,395,0.01,https://img1.qunarzz.com/travel/poi/1411/44/44aefba3bcba9f8ccdb.jpg_r_480x360x95_daa19dc4.jpg,¥658
704516,萧山,3,94.0,萧山历史悠久，文化灿烂。1999年，湘湖跨湖桥遗址出土了大量新石石器时期的文物，2001年，跨湖桥遗址中又出土了距今8000年历史的独木舟。这一考古发现是当年全国十大考古发现之一，它不仅改变了萧山的历史，更将浙江文明史向前推前了一千多年。,3.0,120.270936,30.190872,10,0.0,https://img1.qunarzz.com/travel/d1/1804/6d/e70a2863bc33e6b5.jpg_r_480x360x95_e94775b4.jpg,¥100
