sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,price
708991,天坛Temple of Heaven,55,92.0,明清时期皇帝祭天之处，建筑精巧奇特，还可以参观祭天仪式表演。,6.0,116.419289,39.889918,5087,0.36,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/69512414b79d4e51b71ab17b44b86f7d.jpg_r_480x360x95_1e1abfe6.jpg,¥9.9
715653,慕田峪长城Mutianyu Great Wall,7,96.0,慕田峪是长城里的一枝独秀，其危岭雄关是长城险要气势的代表。,3.0,116.575896,40.440146,4140,0.02,https://img1.qunarzz.com/travel/d7/1510/c2/e3e03e16c20a6f.jpg_r_480x360x95_26e452e8.jpg,¥140
9195606,红砖美术馆Red Brick Art Museum,5,86.0,一砖一瓦都充满了浓烈的艺术气息，美术爱好者不容错过。,49.0,116.506291,40.048543,143,0.0,https://img1.qunarzz.com/travel/d3/1805/b0/24a22e19a03171b5.jpg_r_480x360x95_afcf54ea.jpg,¥120
705462,红螺寺Hongluo Temple,4,94.0,“南有普陀，北有红螺”自古便是北京地区祈福的胜地。,1.0,116.634124,40.389488,601,0.0,https://img1.qunarzz.com/travel/d4/1506/9e/08287be2653dbd.jpg_r_480x360x95_798cb6c6.jpg,¥61
708942,青龙峡风景区Qinglong Gorge Scenic Area,5,90.0,青山绿水、空气清新，还有游船、快艇、蹦极、攀岩等娱乐项目。,121.0,116.688751,40.467603,309,0.0,https://img1.qunarzz.com/travel/d2/1611/1e/92e072bcd3e9efb5.jpg_r_480x360x95_c27fede9.jpg,¥98
722360,雁栖湖Yanqi Lake,8,90.0,清新自然的山水风光中，体验众多水上娱乐项目，周末郊游好去处。,5.0,116.6751771931,40.3985718632,670,0.0,https://img1.qunarzz.com/travel/d4/1510/58/afdd21de4d13c1f7.jpg_r_480x360x95_2338ac30.jpg,¥20
715110,清华大学Tsinghua University,37,92.0,赏水木清华之美景，品百年名校之韵味。,10.0,116.333374,40.009645,1613,0.27,https://img1.qunarzz.com/travel/d8/201404/21/c316116d5a9bb46dddb12cfb.jpg_r_480x360x95_fa70cbf1.jpg,¥98
23125274,"北京世园公园World Horticultural Exposition in Beijing, China",3,92.0,,,115.957449,40.450315,1060,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/7bb25197ee766bf322b22ae7a0dce50e.jpg_r_480x360x95_f1157ca3.jpg,¥20
706260,香山公园Fragrant Hills Park,41,92.0,漫山红叶驰名中外，来此感受京城最美秋色。,75.0,116.194051,39.995693,2031,0.04,https://img1.qunarzz.com/travel/d5/1705/49/3d86b19b8bca8b5.jpg_r_480x360x95_3a98c774.jpg,¥5
702401,北京自然博物馆Beijing Museum of Natural History,4,92.0,能够看到很多已经灭绝动植物的化石，逼真的恐龙模型，还有免费的4D电影。,28.0,116.406249,39.889596,487,0.02,https://img1.qunarzz.com/travel/d3/1712/7f/863ec68a922af9b5.jpg_r_480x360x95_f27e3dd7.jpg,¥95
7475092,永宁古城Yongning Ancient City,3,82.0,,16.0,116.172981,40.529187,60,0.0,https://img1.qunarzz.com/travel/d2/1601/b5/60d7f8d834c36bf7.jpg_r_480x360x95_0f16b8cc.jpg,¥218
5852834,帽儿胡同Mao’er Hutong,7,92.0,北京城十大胡同之一，保留着老北京四合院以及昔日贵族的宅邸。,51.0,116.402564,39.943108,159,0.01,https://img1.qunarzz.com/travel/d3/1506/1c/b0406a30237199.jpg_r_480x360x95_d86bc7ce.jpg,¥119
712625,神堂峪自然风景区Shentangyu Scenic Resort,1,88.0,百余种野生药材和山野菜遍布全区，正是赏花踏青的好地方。,11.0,116.61996,40.445536,112,0.0,https://img1.qunarzz.com/travel/poi/1409/18/edb44402c9076d5cffffffffc8d65eac.jpg_r_480x360x95_e4ba42ae.jpg,¥8
709419,野鸭湖国家湿地公园Beijing Wild Duck Lake National Wetland Park,3,90.0,湿地、芦苇荡景致清新，还可以带小朋友来喂野鸭。,3.0,115.864832839,40.4148653341,438,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/982d8be5de6e5dc22a7bbac8c2ce0835.jpg_r_480x360x95_7a5762fd.jpg,¥49.5
714736,中国人民革命军事博物馆Chinese People's Revolutionary Military Museum,1,94.0,陈列了众多武器装备，还能观看大型主题展览，军事历史迷必去。,26.0,116.33021,39.914968,434,0.02,https://img1.qunarzz.com/travel/poi/1501/c3/8a6307e5d91b14.jpg_r_480x360x95_eb20c5a4.jpg,¥168
709698,中国科学技术馆China Science and Technology Museum,11,94.0,有适合小朋友的科学乐园，还有全世界最大的球幕影院。,11.0,116.404938,40.012333,805,0.04,https://img1.qunarzz.com/travel/d3/201407/21/147b26d32be72ed6c8d65eac.jpg_r_480x360x95_9d7e6f6f.jpg,¥135
715333,箭扣长城Jiankou Great Wall,16,90.0,北京郊县一处古朴自然的长城。,125.0,116.541102,40.449137,191,0.0,https://img1.qunarzz.com/travel/d6/1702/64/02828ed8b31ec8b5.jpg_r_480x360x95_c3c045be.jpg,¥6
704546,北海公园Beihai Park,43,94.0,“让我们荡起双桨”中歌唱的地方，白塔树木湖水相依，静谧优美。,19.0,116.395006,39.934167,2947,0.23,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/b1a2cafa56249788ce6e197fc1fa1a06.jpg_r_480x360x95_413bfc61.jpg,¥5
709109,毛主席纪念堂Chairman Mao Memorial Hall,15,92.0,瞻仰开国伟人的遗容，了解第一代革命家的丰功伟绩。,15.0,116.404145,39.908876,335,0.18,https://img1.qunarzz.com/travel/d3/1508/90/f04371cdba078d.jpg_r_480x360x95_ed741e3a.jpg,¥88
9475601,白瀑寺Baipu Temple,1,90.0,,35.0,115.927283,40.124144,20,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/5463aabf5358db9c9009c0961b31575e.jpg_r_480x360x95_ffce6670.jpg,¥108
708824,北京海洋馆Beijing Aquarium,5,90.0,世界最大的内陆水族馆，有上千种水族动物，亲子游好去处。,1.0,116.347445,39.950257,1142,0.02,https://img1.qunarzz.com/travel/d9/1707/38/70aa3d8dbd58d8b5.jpg_r_480x360x95_4eabe0e9.jpg,¥85
18701622,首钢工业遗址公园Shouganggongye Ruins Park,0,90.0,,,116.170035,39.915904,108,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/0ea4232d67645d633fcdf58145e21817.jpg_r_480x360x95_814ad6a1.jpg,¥88
5475392,五道营胡同Wudaoying Alley,15,92.0,北京最新兴的文艺小资聚集地，被称为“下一站南锣”。,29.0,116.416503,39.954776,295,0.02,https://img1.qunarzz.com/travel/d6/1611/eb/17694041a54e21b5.jpg_r_480x360x95_fcae8746.jpg,¥100
713994,明十三陵Ming Tombs,7,90.0,规模庞大、保存完好的皇家陵园，了解古代帝王陵墓建筑必去。,22.0,116.231846,40.263544,2370,0.14,https://img1.qunarzz.com/travel/d6/1506/ea/ef4d4e1274baf6.jpg_r_480x360x95_b598ca7c.jpg,¥20
710997,北京动物园Beijing Zoo,27,90.0,规模巨大，珍贵动物种类繁多，亲子游玩的必选去处。,18.0,116.342331,39.947726,2548,0.05,https://img1.qunarzz.com/travel/d3/1501/64/20c1e62a6ad762.jpg_r_480x360x95_547f343e.jpg,¥9.8
722941,烟袋斜街Yandaixie Street,30,88.0,京味儿十足的一条繁华老街，逛逛钟表铺、毛笔铺、老字号小吃店。,23.0,116.400974,39.945443,685,0.22,https://img1.qunarzz.com/travel/d8/1810/ca/69aefce2a5984cb5.jpg_r_480x360x95_49fb4dcb.jpg,¥148
713073,北京后花园（白虎涧）风景区Back Garden (White Tiger Gully) Natural Scenic Area,1,82.0,,887.0,116.1050741462,40.1335917195,181,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/e6b91b2d94e45b3768a6f8cea7b40095.jpg_r_480x360x95_d6d2e7ed.jpg,¥30
10011947,王府井Wangfujing,23,88.0,国际化大型商业区，北京逛街购物的老牌胜地。,36.0,116.418038,39.91979,1236,0.0,https://img1.qunarzz.com/travel/d7/1804/37/7c5a7b4198bfc2b5.jpg_r_480x360x95_3d343cec.jpg,¥49
705231,司马台长城Simatai Great Wall,13,92.0,我国唯一一段保留明长城原貌的古长城，秋天来在这里，可以看到满山的红叶。,4.0,117.292856,40.663649,839,0.0,https://img1.qunarzz.com/travel/d3/1710/cc/8bb103c9b9967cb5.jpg_r_480x360x95_2c51fd24.jpg,¥40
715692,黄花城水长城Huanghuacheng Underwater Great Wall,4,94.0,拥有全国仅有的“长城戏水”奇观，每到夏季黄花绽放，景色秀美。,6.0,116.307167,40.419287,511,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/b7961c850ad8939d6dcc50d429f745e5.jpg_r_480x360x95_efdae004.jpg,¥58
707711,京东大峡谷Jingdong Grand Canyon,1,88.0,峡谷内山清水秀空气清新，非常适合放松锻炼，山间滑道也很刺激。,267.0,117.180659,40.251256,188,0.0,https://img1.qunarzz.com/travel/d4/1603/e3/1b74a598f69a4df7.jpg_r_480x360x95_dcf87d01.jpg,¥68
7474138,坡峰岭Pofeng Ridge,10,92.0,,3.0,115.84427,39.709779,267,0.0,https://img1.qunarzz.com/travel/d6/1710/87/6fc29d53b6d40cb5.jpg_r_480x360x95_b395b8f2.jpg,¥7
9136494,水峪村Shuiyu Village,1,84.0,,3264.0,115.835088,39.764802,12,0.0,https://img1.qunarzz.com/piao/fusion/1805/22/bd5619df712cf02.jpg_r_480x360x95_9e63c363.jpg,¥108
705344,八达岭野生动物世界Badaling Wildlife World,1,84.0,亲子游推荐，园内有上百种动物，自驾游玩还能与动物近距离接触。,1.0,116.001343,40.359586,842,0.0,https://img1.qunarzz.com/travel/d7/1509/d7/560b7ec2d7d40f.jpg_r_480x360x95_2bbed9f1.jpg,¥85
704421,灵水村Lingshui Village,2,86.0,《爸爸去哪儿》取景地，找一找林志颖和KIMI住过的蜘蛛房。,3.0,115.74066,40.008129,102,0.0,https://img1.qunarzz.com/travel/d1/1703/28/bb9f3d3145f99eb5.jpg_r_480x360x95_30e74831.jpg,¥20
7467925,北京汽车博物馆Beijing Automobile Museum,1,94.0,参观众多古老汽车原型，还可以参加模拟赛车、汽车设计等游戏。,30.0,116.308108,39.835043,1141,0.0,https://img1.qunarzz.com/travel/d2/1703/93/d4d557022a6133b5.jpg_r_480x360x95_f060b5ee.jpg,¥24.7
704330,奥林匹克森林公园Aolinpike Forest Park,27,100.0,,68.0,116.396802,40.025223,746,0.06,https://img1.qunarzz.com/travel/d7/1510/f0/b9836cd8514dc.jpg_r_480x360x95_8071291c.jpg,¥108
5855692,张裕爱斐堡国际酒庄Beijing Chateau Changyu Afip Global,5,90.0,京郊红酒庄，可以体验制作红酒，还可以在欧式风情庄园里拍照留念。,2.0,116.90818,40.382065,528,0.0,https://img1.qunarzz.com/travel/d7/1710/24/cef363cdeea882b5.jpg_r_480x360x95_2ca90178.jpg,¥78
9196762,大运河森林公园Grand Canal Forest Park,4,94.0,在天然大氧吧中呼吸新鲜空气，还可以露营、野餐、骑行、乘船。,29.0,116.748895,39.882386,231,0.0,https://flight-feed.qunarzz.com/as3/271/image/poi_vishnu/027e2dba-2f8c-4f32-a19c-f3014ebb025d.jpg_480x360_6cee9c4f.jpg_480x360_c0a43096.jpg,¥109
714987,虎峪Natural Scenic Spots of Huyu,2,74.0,,7.0,116.113417,40.331262,40,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1559244336073100e14000000w7kviEF40_D_640_10000.jpg_r_480x360x95_18617aae.jpg,¥40
712269,北京大学Peking University,42,92.0,中国的知名学府，校园曾经是皇家园林。,25.0,116.3173921614,39.9987895805,1812,0.29,https://img1.qunarzz.com/travel/d2/1502/7c/113ae3a4b6980.jpg_r_480x360x95_d49a6e66.jpg,¥37
704836,八大处公园Badachu Park,1,94.0,京郊拜佛祈福的胜地，有多处历史悠久的佛教寺院，秋天还能观赏漂亮的红叶和银杏叶。,102.0,116.1892117937,39.9683518444,601,0.0,https://img1.qunarzz.com/travel/poi/201305/09/ad10d300ab6213ccddb12cfb.jpg_r_480x360x95_865ddb2a.jpg,¥10
703209,中山公园Zhongshan Park,14,94.0,春天赏郁金香，秋季看银杏，园内还有明清皇帝用来祭祀的社稷坛。,490.0,116.400516,39.916729,475,0.01,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/559c8d7ee7fcea0b2eb447b9e388d5ed.jpg_r_480x360x95_953eb69c.jpg,¥0.2
23286404,妙峰山风景区Miaofengshan Scenery Spot,0,88.0,,,116.0325622786,40.0692366222,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3fd6975f20c460fa9b25356f4ff3c399.jpg_r_480x360x95_df6f0b4d.jpg,¥40
22945159,百瑞谷景区Bairuigu Sceneic Area,0,86.0,,,115.6599792327,39.8619028009,12,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/dd15e49ec39c0c2e9dd340fddee10016.jpg_r_480x360x95_cc4c785d.jpg,¥6
3720186,今日美术馆The Today Art Museum,3,88.0,中国第一家民营公益性美术馆，不定期会举行各种展览。,126.0,116.474243,39.905643,79,0.0,https://img1.qunarzz.com/travel/d2/1711/df/10cee02e3ac895b5.jpg_r_480x360x95_89fb7031.jpg,¥68
7468638,北京国际鲜花港Beijing International Flower Port,1,92.0,不同季节有相应的花卉节日，是京郊赏花的好去处。,2.0,116.803564,40.187688,618,0.0,https://img1.qunarzz.com/travel/poi/1803/88/1d90cb0671588b37.jpg_r_480x360x95_4cdefe1e.jpg,¥30
9080544,永顺染坊Yongshun Dyeing Workshop,5,92.0,,6.0,117.27846,40.654341,138,0.0,https://img1.qunarzz.com/travel/d3/1610/e8/32503f62a44759b5.jpg_r_480x360x95_86635bd4.jpg,¥278
709867,朝阳公园Chaoyang Park,6,92.0,北京最大城市公园之一，踏青野餐、拍婚纱照、亲子游玩的好去处。,109.0,116.4891144095,39.950001887,666,0.0,https://img1.qunarzz.com/travel/d4/1504/74/2dc4485bbdbc0a.jpg_r_480x360x95_a6a1d879.jpg,¥28
715767,中国航空博物馆China Aviation Museum,7,90.0,馆藏丰富，各个款式型号的飞机琳琅满目，军事爱好者不容错过。,164.0,116.372885,40.192095,336,0.0,https://img1.qunarzz.com/travel/d2/1702/f3/eea19bd3f636a5b5.jpg_r_480x360x95_ac85719b.jpg,¥1.7
703196,百望山森林公园Baiwangshan Forest Park,3,90.0,是距北京城最近的森林公园，这里的红叶尤其有名。,489.0,116.262167,40.036088,277,0.0,https://img1.qunarzz.com/travel/d2/1510/da/435454d5fa4362.jpg_r_480x360x95_a5f191a8.jpg,¥7
708496,古崖居风景区Guyaju Cave Dwellings Area,2,90.0,,155.0,115.78223,40.468621,151,0.0,https://img1.qunarzz.com/travel/d3/1504/b0/fe826dcb042187.jpg_r_480x360x95_755b5636.jpg,¥54
3721859,后海公园Houhai Park,41,92.0,什刹海的组成部分，白天胡同京味十足，夜晚酒吧霓虹闪烁。,52.0,116.388727,39.948566,656,0.14,https://img1.qunarzz.com/travel/d7/1509/33/046669bf3cbc97.jpg_r_480x360x95_e35bf36b.jpg,¥10
716268,居庸关长城The Great Wall at Juyong Pass,11,94.0,和“天下第一雄关”匾额合影，欣赏京城八景之一“居庸叠翠”。,16.0,116.078214,40.297394,867,0.01,https://img1.qunarzz.com/travel/d1/1507/ee/ec14ededc36412.jpg_r_480x360x95_099b5a17.jpg,¥35
710250,中国美术馆National Art Museum of China,6,94.0,美术爱好者的天堂，艺术展览更新频繁，设施条件完备。,76.0,116.415454,39.931462,329,0.01,https://img1.qunarzz.com/travel/d7/1702/51/a24163e8a721edb5.jpg_r_480x360x95_aa79bc28.jpg,¥24.8
722947,京西古道Jingxi Ancient Path,3,88.0,,871.0,116.0560942064,39.9724643285,73,0.0,https://img1.qunarzz.com/travel/poi/1409/03/59e552dcadd701f0ffffffffc8d65eac.jpg_r_480x360x95_52ffb34d.jpg,¥25
708889,首都博物馆Capital Museum,4,94.0,这里展示了北京三千年的建城史和八百年的建都史，你还能看到老北京的各种生活习俗。,43.0,116.349192,39.912283,774,0.02,https://img1.qunarzz.com/travel/d4/1507/36/15b29ee8806a06.jpg_r_480x360x95_bb6712c1.jpg,¥240
704283,青龙湖公园Qinglong Lake Park,1,90.0,山清水秀的城市公园，是夏季避暑的好去处。,438.0,116.094874,39.802592,280,0.0,https://img1.qunarzz.com/travel/poi/1409/03/71877af0b2dbc36bffffffffc8d65eac.jpg_r_480x360x95_a436d499.jpg,¥38
704358,戒台寺Jietai Temple,2,94.0,在“天下第一坛”拜佛祈福，观赏形态各异的古松和春夏盛放的牡丹花。,6.0,116.092996,39.87673,300,0.0,https://img1.qunarzz.com/piao/fusion/1908/20/172a3e9840884202.jpg_r_480x360x95_d5c3a3dd.jpg,¥45
35851514,爨柏景区Cuanbai Scenic Area,0,82.0,,,115.673165,39.978587,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,¥35
8666242,故宫珍宝馆The Antiquarium of The Palace Museum,6,96.0,珍宝馆内装饰华丽，乾隆、慈禧曾居住在这，现作为故宫精品文物展馆。,100.0,116.406346,39.925979,438,0.0,https://img1.qunarzz.com/travel/d4/1809/5a/895076d9b4eac8b5.jpg_r_480x360x95_310b0427.jpg,¥60
707385,北京大观园Grand View Garden,5,92.0,87央视版《红楼梦》的取景地，感受红楼文化，欣赏雅致风景。,56.0,116.362822,39.877081,1016,0.02,https://img1.qunarzz.com/travel/d1/1507/f6/808ee56596e881.jpg_r_480x360x95_f3bd4d7a.jpg,¥0.1
715632,云居寺Yunju Temple,1,92.0,,365.0,115.7803836535,39.6152474062,90,0.0,https://img1.qunarzz.com/wugc/p120/201204/20/498a103ea3b148bd93835fbb.jpg_r_480x360x95_7d62905c.jpg,¥38
9516198,震远镖局Zhen Yuan Escort Agency,3,92.0,,7.0,117.283538,40.659002,72,0.0,https://img1.qunarzz.com/travel/d9/1805/34/010bc7cf7f6002b5.jpg_r_480x360x95_0d071144.jpg,¥278
713340,中华民族博物院China Ethnic Culture Park,1,90.0,参观各民族特色建筑，欣赏民俗表演，穿民族服装拍照留念。,58.0,116.3977926648,39.9891862822,385,0.0,https://img1.qunarzz.com/travel/d2/1508/91/c23a7321d93605.jpg_r_480x360x95_330e02e0.jpg,¥45
7468618,历代帝王庙Lidai Diwang Miao (Temple of Previous Dynasties),1,94.0,,779.0,116.37398,39.930723,92,0.0,https://img1.qunarzz.com/travel/poi/1408/25/b57f7c3fef5de8f0ffffffffc8d65eac.jpg_r_480x360x95_6025c783.jpg,¥120
716431,周口店北京人遗址博物馆Zhoukoudian Peking Man Site Museum,1,88.0,世界文化遗产，“北京人”的发祥地，历史迷的必到之地！,4.0,115.943241,39.693589,353,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1560195312699100v15000000xuqv23093_D_640_10000.jpg_r_480x360x95_d34409d7.jpg,¥25
29462994,北京独角兽星空艺术馆Beijing Dujiaoshou Xingkong Art Museum,0,84.0,,,116.4183880931,39.9222257395,8,0.0,https://img1.qunarzz.com/piao/fusion/2105/34/b9e3ee217f223d02.jpg_r_480x360x95_79c89929.jpg,¥39.9
9680114,北京园博园Beijing Garden Expo Park,1,92.0,汇集国内外各类园林，历史文化氛围浓郁，花开四季不断。,2798.0,116.196833,39.882092,555,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20222/8c6bdbd4ba24f6ad1d4519168fb6d4aa.jpg_r_480x360x95_d5e98cfb.jpg,¥2.8
5740170,菊儿胡同Ju'er Hutong,4,86.0,,807.0,116.4121458264,39.9455108643,69,0.0,https://img1.qunarzz.com/travel/d2/1509/e5/3e75f29af4c261.jpg_r_480x360x95_728459a3.jpg,¥119
708232,丫髻山Yaji Mountain,2,94.0,,4.0,116.975711347,40.2798983186,71,0.0,https://img1.qunarzz.com/travel/d8/1506/32/54b91fc2a2a41f.jpg_r_480x360x95_63c54493.jpg,¥50
707071,中国古动物馆The Paleozoological Museum of China,1,90.0,,119.0,116.340639,39.943187,223,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/0b859d0089b77d7dfa2a9749539c673c.jpg_r_480x360x95_c0f20b3e.jpg,¥5
7473869,水关长城Shuiguan Great Wall,10,88.0,游客较少的一处长城景区，风光原始，还可以参观詹天佑故居。,38.0,116.044886,40.343181,298,0.0,https://img1.qunarzz.com/travel/d9/1512/24/e3adaae1baa365f7.jpg_r_480x360x95_4ba70bcd.jpg,¥35
702779,圣泉山观音寺,1,100.0,圣泉山观音寺始建于唐代，距今已有千年历史。但风云变幻，现在已找不到确切的文字记载。据民间传说，唐代著名女将樊梨花镇守幽州北境。一次与北国交兵，被困九龙山（那时圣泉山还叫九龙山）下，敌强我弱，命悬一线。情急之中，樊梨花合掌急呼，“观…,987.0,116.5864045968,40.2954141013,1,0.0,https://img1.qunarzz.com/travel/d5/1506/d6/dff03b33c7f246.jpg_r_480x360x95_aea448cc.jpg,¥7
709883,八奇洞Mentougou Baqi Cave,2,86.0,,2.0,116.0337155855,39.8992767334,47,0.0,https://img1.qunarzz.com/travel/d7/1707/76/d7de7b603a8b2ab5.jpg_r_480x360x95_c721cca0.jpg,¥53.5
10022036,冶仙塔旅游风景区Yexianta Amusement Park,0,90.0,,42.0,116.873395,40.407722,38,0.0,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1562353592013100k14000000waz47C57B_D_640_10000.jpg_r_480x360x95_ac688767.jpg,¥48.6
10021319,孔庙和国子监博物馆Confucius Temple and The Imperial College Museum,2,92.0,古代的最高等学府，来此探幽访古，祈求考学顺利。,398.0,116.420343,39.953111,242,0.0,https://img1.qunarzz.com/travel/d8/1810/3e/f5560cb206d441b5.jpg_r_480x360x95_604b1af0.jpg,¥118
9475466,故宫钟表馆Watch Museum (Fengxian Temple),6,94.0,原是皇帝祭祀祖先的宫殿，现在作为故宫所藏钟表的展示厅，内藏钟表精美而有趣。,219.0,116.405192,39.925225,124,0.0,https://img1.qunarzz.com/travel/d5/1705/d4/7a6c81a1d3cd84b5.jpg_r_480x360x95_a9742955.jpg,¥60
713993,陶然亭公园Taoranting Park,16,92.0,公园内湖水与树木相依，可以观赏著名的陶然亭和仿建的全国各地名亭。,270.0,116.388442,39.88066,702,0.0,https://img1.qunarzz.com/travel/d3/1702/80/249b1beb26f114b5.jpg_r_480x360x95_49cf436e.jpg,¥10
7469176,北京杜莎夫人蜡像馆Madame Tussauds Beijing,2,94.0,蜡像造型逼真，可以与奥巴马、梦露、周杰伦等名人“亲密合影”。,21.0,116.404671,39.903663,1515,0.0,https://img1.qunarzz.com/travel/d4/1510/9e/14b0b9ce11b5fc.jpg_r_480x360x95_4cd357f9.jpg,¥160
