,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
31,莲花山旅游区Lianhua Mountain Scenic Area,1,90.0,新羊城八景之一“莲峰观海”，望海观音香火旺盛，春天可以赏桃花，夏天可以赏莲花、吃莲花宴。,30.0,113.509893,22.993236,545,0.0,莲花山旅游区,LianhuaMountainScenicArea
32,中山纪念堂Sun Yat-Sen Memorial,23,92.0,中山纪念堂富有纪念意义，来此缅怀历史伟人。,29.0,113.271126,23.139129,664,0.12,中山纪念堂,SunYatSenMemorial
33,曼古园Bangkok Garden,1,90.0,看地道泰式建筑，品味正宗的泰国美食，不出国门便可体验异域风情。,43.0,113.164816,23.408068,320,0.0,曼古园,BangkokGarden
34,石牙顶,0,0.0,,,113.5882799571,23.2401498848,0,0.0,石牙顶,
35,石门国家森林公园Shimen National Park,1,88.0,森林覆盖率高，花卉也非常多，是赏花踏青的好去处。,2.0,113.788742,23.631008,362,0.0,石门国家森林公园,ShimenNationalPark
36,广州圆大厦Guangzhouyuan Mansion,0,86.0,,,113.264438,23.056854,8,0.0,广州圆大厦,GuangzhouyuanMansion
37,广州长隆度假区Guangzhou Chimelong Tourist Resort,10,96.0,整个度假区很适合带孩子游玩，家庭周末出游的上佳选择。,5.0,113.330527,23.006399,6107,0.0,广州长隆度假区,GuangzhouChimelongTouristResort
38,中国科学院华南植物园Chinese Academy of Sciences Huanan Botanical Garden,5,92.0,全国三大植物园之一，园地规模庞大，有多种罕见的珍贵植物。,51.0,113.373533,23.189045,884,0.0,中国科学院华南植物园,ChineseAcademyofSciencesHuananBotanicalGarden
39,黄埔军校旧址纪念馆Whampoa Military Academy Memorial Site,9,90.0,可以看到建筑遗迹等。,13.0,113.431318,23.092368,542,0.04,黄埔军校旧址纪念馆,WhampoaMilitaryAcademyMemorialSite
40,花城广场Huacheng Square,26,94.0,广州的新中轴线广场，四季都有花开，新的图书馆、博物馆、大剧院等环绕，夜景非常美。,17.0,113.331127,23.125752,811,0.03,花城广场,HuachengSquare
41,南沙大角山海滨公园Nansha Dajiao Shan Haibin Park,2,84.0,,244.0,113.625676,22.756166,16,0.0,南沙大角山海滨公园,NanshaDajiaoShanHaibinPark
42,越秀公园Yuexiu Park,52,90.0,广州最大的公园，自然风光优美，内有广州的标志——五羊石雕。,14.0,113.272266,23.14608,1909,0.14,越秀公园,YuexiuPark
43,三夫田瀑布,0,100.0,,,113.711554,23.664879,0,0.0,三夫田瀑布,
44,西洋记Discovery Of The West,0,90.0,,,113.2262607175,23.1190138066,11,0.0,西洋记,DiscoveryOfTheWest
45,广州艺术博物院Guangzhou Art Museum,1,90.0,,138.0,113.2870701814,23.1491664036,98,0.0,广州艺术博物院,GuangzhouArtMuseum
46,渔人码头Guangzhou Yuren Wharf,7,90.0,,686.0,113.302379,23.055253,87,0.0,渔人码头,GuangzhouYurenWharf
47,西汉南越王博物馆Museum of the Western Han Dynasty Mausoleum of the Nanyue King,14,90.0,可以看到珍品“丝缕玉衣”，还能看到多达400余件的陶瓷枕。,22.0,113.2675066262,23.1439424777,597,0.03,西汉南越王博物馆,MuseumoftheWesternHanDynastyMausoleumoftheNanyueKing
48,麦洞Maidong Village,0,0.0,,,113.646851,23.494552,0,0.0,麦洞,MaidongVillage
49,岭南印象园Lingnan Impression Park,35,90.0,岭南传统建筑风格，壮观的蚝壳墙，精致的满洲窗，怀旧及摄影的好去处。,10.0,113.412924,23.043105,2830,0.03,岭南印象园,LingnanImpressionPark
50,桂峰村,0,100.0,,,114.013635,23.814151,1,0.0,桂峰村,
51,488Deck云霄平台,1,0.0,488摄影观景平台坐落于广州塔天线桅杆的488米处，是目前世界最高的户外观景平台，亦是游客观光所能到达的制高点。立于观景台之上，居高临下，可360度无障碍俯瞰羊城全貌，蓝天白云和浪漫星空彷如伸手可触。尤其适合摄影发烧友捕捉阳光、月色和迷人…,1070.0,113.330433,23.111711,9,0.0,云霄平台,Deck
52,荔枝湾涌Lychee Bay,13,90.0,体会岭南水乡风情，坐上摇橹船，看两岸西关大屋式的建筑。,31.0,113.241536,23.125161,244,0.0,荔枝湾涌,LycheeBay
53,山角水库,0,0.0,,,113.7643446929,23.3017421454,0,0.0,山角水库,
54,桃花小镇,0,0.0,,,113.6216670084,23.4972219901,1,0.0,桃花小镇,
55,中山大学Sun Yat-sen University,42,92.0,国内的知名高校，红砖建筑古朴迷人。,20.0,113.304864,23.102915,655,0.08,中山大学,SunYatsenUniversity
56,广州动物园Guangzhou Zoo,9,88.0,可看到世界各地的各种动物，和北京、上海动物园并称全国三大城市动物园。,18.0,113.311833,23.146478,1020,0.0,广州动物园,GuangzhouZoo
57,宝墨园Baomo Garden,6,94.0,岭南园林式建筑，为纪念包拯所建，小桥流水，风景绮丽，一派水乡景色 。,37.0,113.300935,22.900712,1364,0.0,宝墨园,BaomoGarden
58,生态设计小镇,0,0.0,,,113.727591,23.708562,2,0.0,生态设计小镇,
59,海心沙Haixinsha Island,27,92.0,夜景非常漂亮，可以观赏珠江两岸璀璨夜景，夜游广州的好去处。,34.0,113.330884,23.117201,325,0.08,海心沙,HaixinshaIsland
60,广州大学城Guangzhou University City,6,90.0,,114.0,113.401701,23.064097,260,0.0,广州大学城,GuangzhouUniversityCity
61,帽峰山森林公园-天湖,0,0.0,,,113.4760388917,23.3046448791,0,0.0,帽峰山森林公园天湖,
62,火炉山森林公园Huolu Mountain Forest Park,1,86.0,免费的天然氧吧，游山的好去处。,1140.0,113.3983,23.18634,163,0.0,火炉山森林公园,HuoluMountainForestPark
63,阿婆六村Apo Liu Village,4,76.0,广州海拔最高的自然村，适宜拍摄观赏天文景观。,8.0,113.886979,23.698237,25,0.0,阿婆六村,ApoLiuVillage
64,石上背瀑布Shishangbei Waterfall,0,80.0,,,113.286254,23.573494,1,0.0,石上背瀑布,ShishangbeiWaterfall
65,紫泥堂Zinitang Creative Park,1,86.0,,486.0,113.291907,22.897389,18,0.0,紫泥堂,ZinitangCreativePark
66,白鹅潭风情酒吧街Bai'etan Fengqing Jiuba Street,1,88.0,,30.0,113.2464236395,23.1071529388,32,0.0,白鹅潭风情酒吧街,BaietanFengqingJiubaStreet
67,云台花园Yuntai Garden,2,90.0,大型的西式花园，还有上百种玫瑰的玫瑰园，是春天赏花、中秋赏灯的好去处。,38.0,113.29808,23.163796,188,0.01,云台花园,YuntaiGarden
68,王子山森林公园Wangzi Mountain Forest Park,1,82.0,公园内有广州市第一高峰，特别适合夏日登山避暑。,102.0,113.222987,23.573497,26,0.0,王子山森林公园,WangziMountainForestPark
69,广州地铁博物馆The Guangzhou Metro Museum,1,90.0,,159.0,113.389465,23.101949,48,0.0,广州地铁博物馆,TheGuangzhouMetroMuseum
70,小洲村Xiaozhou Village,15,78.0,怀旧的村落，传统的民居参差错落，特色小店林立，文艺青年最爱。,36.0,113.364929,23.068263,315,0.0,小洲村,XiaozhouVillage
71,大夫山森林公园Dafu Mountain Forest Park,4,90.0,可以烧烤和骑单车的免费休闲公园，环境和空气都非常好。,35.0,113.315527,22.956333,554,0.0,大夫山森林公园,DafuMountainForestPark
72,科普游览厅,0,0.0,科普游览厅位于109、110层，是全球首创的主被动混合控制的减振控制系统，，游览厅展示了广州塔六大环保科技系统：减振控制系统、雨水回收系统、风力发电系统、太阳能光伏幕墙系统、结构健康检测系统和超级双层轿厢高速电梯。,737.0,113.331084,23.112223,0,0.0,科普游览厅,
73,长隆飞鸟乐园Chimelong Bird Park,20,94.0,亲密邂逅丹顶鹤、火烈鸟、黑天鹅等上万只珍稀鸟类，欣赏大型飞鸟表演秀。,19.0,113.284204,23.031355,1302,0.0,长隆飞鸟乐园,ChimelongBirdPark
74,广州有轨电车Young Tram,3,92.0,2014年12月31日广州海珠环岛有轨电车通车试运营，被喻为“广州浪漫之路”。,41.0,113.391201,23.103967,16,0.0,广州有轨电车,YoungTram
75,广州客天下旅游度假区Ketianxia Guangzhou International Tourist Resort,0,76.0,,,113.597056,23.478783,0,0.0,广州客天下旅游度假区,KetianxiaGuangzhouInternationalTouristResort
76,广州海洋馆Guangzhou Ocean Aquarium,2,88.0,有鲨鱼和热带鱼等多种海洋生物，以及人鲨共舞表演，美人鱼表演和海洋动物表演。,10.0,113.311358,23.149948,459,0.0,广州海洋馆,GuangzhouOceanAquarium
77,广交会展馆Canton Fair,0,94.0,,,113.370424,23.103804,1,0.0,广交会展馆,CantonFair
78,岭南艾谷,0,100.0,,,113.25489,23.599578,0,0.0,岭南艾谷,
79,TIT创意园TIT Creative Park,11,90.0,老厂房改建的创意园区，文艺青年喜爱的地方。,44.0,113.33187,23.105729,146,0.0,创意园,TITTITCreativePark
80,广州博物馆Guangzhou Museum,13,90.0,在越秀山上，广州的标志性建筑镇海楼内，可以了解很多广州的历史。,45.0,113.272109597,23.1439708044,396,0.02,广州博物馆,GuangzhouMuseum
81,百万葵园Million Sunflower Garden,16,86.0,可以看到大片的花田和彩色的城堡，拍照及亲子游的好去处，还能吃到鲜嫩的葵花鸡。,11.0,113.626454,22.634408,1585,0.0,百万葵园,MillionSunflowerGarden
82,宝华路,5,100.0,宝华路位于广州市荔湾区，原来是由十五甫、宝华市、宝源市及存善大街组成的，在1931年扩建为路时，使用“宝华”作为路名。,48.0,113.24868,23.12633,14,0.0,宝华路,
83,T28PARK公园里,0,92.0,,,113.2909571825,23.0696012185,0,0.0,公园里,TPARK
84,天河棠下智汇parkTianhe Tangxia Zhihui Park,0,86.0,,,113.381391,23.14641,13,0.0,天河棠下智汇,parkTianheTangxiaZhihuiPark
85,红山村Hongshan Village,1,86.0,油菜花，溪水，稻田，满满的田园风光。,1051.0,113.286422,23.585127,32,0.0,红山村,HongshanVillage
86,光孝寺Guangxiao Temple,5,90.0,岭南地区历史最悠久的寺院，古迹众多，相传佛教的六祖慧能就是在这里剃度。,47.0,113.26319,23.135021,250,0.05,光孝寺,GuangxiaoTemple
87,龙津西西关大屋区Longjin Xixiguan Dawu District,19,88.0,曾经西关富商的住宅，青砖高墙满洲窗，是广州老式民居的代表，,24.0,113.242277,23.125071,188,0.1,龙津西西关大屋区,LongjinXixiguanDawuDistrict
88,珠江夜游广州塔·中大码头Guangzhou Tower Pier Night Tour,5,88.0,,6.0,113.305934,23.109831,449,0.0,珠江夜游广州塔中大码头,GuangzhouTowerPierNightTour
89,西华路美食街Xihualu Meishi Street,0,88.0,,,113.2571410016,23.1364607909,0,0.0,西华路美食街,XihualuMeishiStreet
90,石头记矿物园Shitouji Minerals Park,1,92.0,以各类石头为主题的游乐园，来这里感受石头的神奇。,170.0,113.167616,23.406978,245,0.0,石头记矿物园,ShitoujiMineralsPark
91,余荫山房Yuyin Hill House,2,92.0,清代修建的私家花园，广东四大名园之一，小巧玲珑、布局精细、古色古香。,40.0,113.402024,23.017654,362,0.0,余荫山房,YuyinHillHouse
92,虎门大桥Humen Pearl River Bridge,2,88.0,是中国第一座大型悬索桥，其主航道跨径888米，居中国前列，被誉为“世界第一跨”。,3.0,113.614387,22.792189,293,0.13,虎门大桥,HumenPearlRiverBridge
93,天湖旅游风景区Tianhu Tourism Scenic Area,1,78.0,“百丈飞瀑”是华南地区最大的自然瀑布，是远足探幽避暑的胜地。,1.0,113.6369028672,23.6555761078,28,0.0,天湖旅游风景区,TianhuTourismScenicArea
94,增城白水寨瀑布Baishui Village Waterfall of Zengcheng,0,92.0,,,113.766451,23.594788,7,0.0,增城白水寨瀑布,BaishuiVillageWaterfallofZengcheng
95,花山小镇Huashan Town,0,88.0,,,113.290873,23.445856,7,0.0,花山小镇,HuashanTown
96,大稳村Dawen Village,2,88.0,,663.0,113.44158,22.894376,33,0.0,大稳村,DawenVillage
97,美林湖温泉Mayland Resort Hotel,1,94.0,,12.0,113.055147,23.506937,361,0.0,美林湖温泉,MaylandResortHotel
98,增城Zengcheng District,13,92.0,,19.0,113.8174052683,23.266834259,20,0.0,增城,ZengchengDistrict
99,客家围垄屋Hakka Round Houses,1,68.0,,5.0,113.6727491375,23.3931121826,8,0.0,客家围垄屋,HakkaRoundHouses
100,广州铁路博物馆,0,80.0,,,113.238448,23.117024,0,0.0,广州铁路博物馆,
101,广州翼·空港文旅小镇Guangzhou Wing · Airport Cultural Tourism Town,0,92.0,,,113.301524,23.360738,3,0.0,广州翼空港文旅小镇,GuangzhouWingAirportCulturalTourismTown
102,九龙湖生态公园Jiulonghu Ecology Park,0,82.0,,,113.425418,23.47724,24,0.0,九龙湖生态公园,JiulonghuEcologyPark
103,建设六马路Building No.6 Road,2,92.0,,660.0,113.2915706311,23.1402587891,64,0.0,建设六马路,BuildingNoRoad
104,广州西塔IFC (Guangzhou International Finance Centre),2,92.0,,334.0,113.329684,23.123504,144,0.0,广州西塔,IFCGuangzhouInternationalFinanceCentre
105,时尚天河夜上海,0,0.0,,,113.3292580675,23.1410529021,0,0.0,时尚天河夜上海,
106,耕山小寨欢乐农场Geng Shan Xiaozhai Huanle Farm,0,100.0,,109.0,113.654635,23.702435,2,0.0,耕山小寨欢乐农场,GengShanXiaozhaiHuanleFarm
107,广东美术馆Guangdong Museum of Art,4,94.0,环境和设施都是一流的省级美术馆，常年都有展览，是市民欣赏艺术的好去处。,21.0,113.313698,23.114039,113,0.0,广东美术馆,GuangdongMuseumofArt
108,极速云霄,2,100.0,极速云霄是目前世界最高的垂直速降游乐项目，是真正的超级勇者挑战高空极限，体验刺激游乐的心跳之选！,18.0,113.330995,23.112229,4,0.0,极速云霄,
109,Honey CC 绵羊牧场Honey CC Sheep Pasture,0,0.0,,,113.377161,23.02687,1,0.0,绵羊牧场,HoneyCCHoneyCCSheepPasture
110,原创元素创意园Original Elements Creativity Park,0,88.0,,567.0,113.2432478176,23.1510495729,14,0.0,原创元素创意园,OriginalElementsCreativityPark
111,蒲州花园,1,0.0,这是一个具有中西园林文化的观赏园，是城市休闲聚友的不二选择。,760.0,113.621893,22.768092,0,0.0,蒲州花园,
112,珠江夜游天字码头Zhujiang Night Tour Tianzi Wharf,6,90.0,,22.0,113.277576,23.120996,977,0.0,珠江夜游天字码头,ZhujiangNightTourTianziWharf
113,荔湾涌西关大屋,1,86.0,西关大屋，俗称古老大屋，是中国广州西关（荔湾）一带兴建的富有岭南特色的传统民居，大部分西关大屋兴建于清朝同治、光绪年间，主要分布在多宝路、宝华路、龙津路西、上下九路等地，多为名门望族、官僚巨贾所建。最著名的西关大屋有坐落于宝源北街…,1152.0,113.242933,23.126372,3,0.0,荔湾涌西关大屋,
114,恩宁路Enning Road,6,90.0,,107.0,113.247241,23.119285,66,0.0,恩宁路,EnningRoad
115,滴水岩森林公园Dishuiyan Forest Park,1,84.0,,246.0,113.321487,22.911491,45,0.0,滴水岩森林公园,DishuiyanForestPark
116,广州图书馆Guangzhou Library,7,94.0,位于新城市中心花城广场的大型图书馆，南北塔楼呈“之”字造型，还融入了骑楼概念，设计新颖。,57.0,113.33267,23.122011,272,0.0,广州图书馆,GuangzhouLibrary
117,海心桥,0,90.0,,,113.32546,23.114674,1,0.0,海心桥,
118,南沙湿地Nansha Wetland,3,86.0,坐船体会独特的湿地景观，成片的红树林、芦苇荡、水边栖息的候鸟。,33.0,113.654605,22.617149,466,0.0,南沙湿地,NanshaWetland
119,珠江公园Zhujiang Park,2,92.0,,302.0,113.34577,23.125684,188,0.0,珠江公园,ZhujiangPark
120,麓湖公园Luhu Park,2,90.0,白云山脚下的人工湖，景色优美，是休闲放松的好地方，游艇、高尔夫球场等娱乐设施。,439.0,113.288048,23.15735,158,0.0,麓湖公园,LuhuPark
121,天鹿湖森林公园Tianlu Lake Forest Park,1,90.0,看禾雀花的好去处，每年的三、四月花开时如同万鸟栖枝，平时爬爬山、呼吸新鲜空气也不错。,162.0,113.426335,23.228718,45,0.0,天鹿湖森林公园,TianluLakeForestPark
122,辛亥革命纪念馆Revolution of 1911 Memorial Hall,1,92.0,,160.0,113.426816,23.078246,48,0.0,辛亥革命纪念馆,RevolutionofMemorialHall
123,天适樱花悠乐园Tianshi Cherry Blossom Park,1,82.0,花期可赏漫山樱花海，还设有儿童乐园，亲子游的好去处。,6.0,113.599996,23.634405,328,0.0,天适樱花悠乐园,TianshiCherryBlossomPark
124,黄龙湖森林公园Huanglong Lake Forest Park,1,92.0,山美水清，不仅如此这里还如同一个动物园有水鹿、穿山甲等野生动物。,5.0,113.7358276606,23.7223501259,3,0.0,黄龙湖森林公园,HuanglongLakeForestPark
125,响水峡生态风景区Xiangshuixia Ecology Sceneic Area,3,80.0,"最具特色的漂流感受与大自然挑战的快感,瀑布润人心肺，让人心旷神怡。",75.0,113.9329419685,23.7912902832,4,0.0,响水峡生态风景区,XiangshuixiaEcologySceneicArea
126,广州海事博物馆,0,100.0,,,113.508843599,23.085410947,0,0.0,广州海事博物馆,
127,老虎头Tiger Head Lane,0,0.0,,,113.7851654383,23.7120870038,1,0.0,老虎头,TigerHeadLane
128,珠江新城New Urban Zhujiang,33,94.0,广州的新城市中心，现代广州的象征，欣赏广州夜景的好地方。,49.0,113.333548,23.125742,265,0.0,珠江新城,NewUrbanZhujiang
129,广州市儿童公园Guangzhou Children's Park,0,92.0,,100.0,113.278930178,23.1905357926,60,0.0,广州市儿童公园,GuangzhouChildrensPark
130,罗洞工匠小镇,0,76.0,,,113.6240543064,23.5028712852,0,0.0,罗洞工匠小镇,
131,西坊大院文化创意产业园Xifang Coutyard Cultural and Creative Industry Park,0,84.0,,,113.363669983,22.9431439812,2,0.0,西坊大院文化创意产业园,XifangCoutyardCulturalandCreativeIndustryPark
132,正佳自然科学博物馆Zhengjia Natural Science Museum,0,90.0,,,113.334356,23.137456,38,0.0,正佳自然科学博物馆,ZhengjiaNaturalScienceMuseum
133,花都香草世界Vanilla World,1,82.0,以香草为主题的公园，可以看美丽的玫瑰花海、薰衣草花海和鲁冰花花海，还可以玩机动游戏。,1.0,113.267391,23.467507,455,0.0,花都香草世界,VanillaWorld
134,芙蓉峰公园Furongfeng Park,1,88.0,,86.0,113.2327858821,23.5228136307,9,0.0,芙蓉峰公园,FurongfengPark
135,南沙水鸟世界生态公园Nansha Waterfowl World Ecological Park,2,88.0,鸟类的天堂，饲养了众多的珍稀鸟类，可以与这些鸟类近距离相处。,69.0,113.643696,22.619486,141,0.0,南沙水鸟世界生态公园,NanshaWaterfowlWorldEcologicalPark
136,鸡枕山Jizhen Mountain,0,100.0,,,113.813547,23.76333,1,0.0,鸡枕山,JizhenMountain
137,元美村公园Yuanmeicun Park,0,0.0,,,113.829,23.1974,0,0.0,元美村公园,YuanmeicunPark
138,海心沙亚运公园Haixinsha Yayun Park,1,92.0,,188.0,113.3304764497,23.1174240112,166,0.0,海心沙亚运公园,HaixinshaYayunPark
139,花都广场Huadou Square,2,88.0,,579.0,113.2262730806,23.4058742523,68,0.0,花都广场,HuadouSquare
140,洲头咀公园Zhoutouju Park,0,88.0,,1134.0,113.252296,23.107862,50,0.0,洲头咀公园,ZhoutoujuPark
141,正佳广场商贸旅游区Grandview Mall,14,90.0,,71.0,113.333654,23.137807,287,0.0,正佳广场商贸旅游区,GrandviewMall
142,荔湾湖公园Liwan Lake Park,16,88.0,荔湾渔唱是羊城八景之一，看岭南水乡，赏岭南园林。,63.0,113.239395,23.126903,394,0.03,荔湾湖公园,LiwanLakePark
143,南海神庙Nanhai God Temple,3,90.0,始建于隋朝，古代皇帝祭海的地方，浴日亭很适合看海上日出，每年还有波罗诞。,315.0,113.504069,23.086733,249,0.0,南海神庙,NanhaiGodTemple
144,花都故乡里民俗公园Huadou Guxiang Li Minsu Park,1,80.0,,70.0,113.069786,23.490184,13,0.0,花都故乡里民俗公园,HuadouGuxiangLiMinsuPark
145,马岭观花植物园,0,20.0,,,113.1152891384,23.480919711,0,0.0,马岭观花植物园,
146,增城区正果镇正果老街景区,0,80.0,,,113.9011932364,23.4238662341,0,0.0,增城区正果镇正果老街景区,
147,流溪河,0,100.0,,,113.2882758304,23.3097881666,0,0.0,流溪河,
148,长洲岛都市农业公园,0,100.0,,,113.4295148261,23.074921587,0,0.0,长洲岛都市农业公园,
149,大吉沙,0,78.0,,,113.460517671,23.087627883,0,0.0,大吉沙,
150,吊钟水库Diaozhong Reservoir,0,0.0,,,113.6979955785,23.3324253879,0,0.0,吊钟水库,DiaozhongReservoir
151,白水仙瀑Baishui Waterfall,0,86.0,,,113.766296,23.5944,2,0.0,白水仙瀑,BaishuiWaterfall
152,华南师大增城康大学院Huanan Shida Zengcheng Kangda College,0,78.0,,,113.5702185741,23.316608429,7,0.0,华南师大增城康大学院,HuananShidaZengchengKangdaCollege
153,五指山Wuzhi Mountain,2,90.0,,12.0,113.8104094586,23.7416665079,20,0.0,五指山,WuzhiMountain
154,牛头山Niutou Mountain,0,86.0,,166.0,113.441307472,23.214176178,3,0.0,牛头山,NiutouMountain
155,派潭镇Paitanzhen,9,96.0,,12.0,113.7906653608,23.4960632324,6,0.0,派潭镇,Paitanzhen
156,从化三百洞森林度假村Sanbaidong Forest Resort,0,76.0,,48.0,113.583509,23.473391,23,0.0,从化三百洞森林度假村,SanbaidongForestResort
157,增城广场Zengcheng Square,0,88.0,,24.0,113.8241318108,23.2852132292,29,0.0,增城广场,ZengchengSquare
158,黄山鲁森林公园Huangshanlu Forest Park,2,88.0,,341.0,113.575559,22.784304,47,0.0,黄山鲁森林公园,HuangshanluForestPark
159,信义会馆Xinyi Association,0,90.0,,330.0,113.2498099393,23.1039328577,37,0.0,信义会馆,XinyiAssociation
160,新河浦路Xinhepu Road,1,92.0,,61.0,113.3041752091,23.1231655117,42,0.0,新河浦路,XinhepuRoad
161,基督教东山堂Christian Dongshan Church (East Gate),1,90.0,,1170.0,113.3038062294,23.1288471222,41,0.0,基督教东山堂,ChristianDongshanChurchEastGate
162,北回归线公园The North Tropic of Cancer Sign Park,1,88.0,公园代表建筑北回归线标志塔，世界迄今为止南北回归线上高度最高、最具规模的标志塔。,6.0,113.493827,23.445546,8,0.0,北回归线公园,TheNorthTropicofCancerSignPark
